edit_history_tweet_ids,lang,possibly_sensitive,text,created_at,reply_settings,author_id,conversation_id,id,category,edit_controls.edits_remaining,edit_controls.is_edit_eligible,edit_controls.editable_until,entities.urls,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count,attachments.media_keys,context_annotations,referenced_tweets,in_reply_to_user_id,entities.annotations,entities.mentions,entities.hashtags,attachments.media_source_tweet_id,attachments.poll_ids
['1857843519756308928'],pl,False,"Tak było. Mówimy tak na każdym spotkaniu :)

Kto się łapie na te bajki? https://t.co/ZaiWzeQqoS",2024-11-16T17:49:46.000Z,everyone,3242182113,1857843519756308928,1857843519756308928,Quote,5,True,2024-11-16 18:49:46+00:00,"[{'start': 72, 'end': 95, 'url': 'https://t.co/ZaiWzeQqoS', 'expanded_url': 'https://twitter.com/wroblewski_m/status/1857822447078092881', 'display_url': 'x.com/wroblewski_m/s…'}]",72,112,2197,3,97,132972,,,"[{'type': 'quoted', 'id': '1857822447078092881'}]",,,,,,
['1857819663230472419'],pl,False,Bardzo udane spotkanie w Sulechowie! Dziękuję! https://t.co/bItyVmBQZv,2024-11-16T16:14:58.000Z,everyone,3242182113,1857819663230472419,1857819663230472419,Original,5,True,2024-11-16 17:14:58+00:00,"[{'start': 47, 'end': 70, 'url': 'https://t.co/bItyVmBQZv', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1857819663230472419/photo/1', 'display_url': 'pic.x.com/bItyVmBQZv', 'media_key': '3_1857819655982710784'}, {'start': 47, 'end': 70, 'url': 'https://t.co/bItyVmBQZv', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1857819663230472419/photo/1', 'display_url': 'pic.x.com/bItyVmBQZv', 'media_key': '3_1857819655886274561'}, {'start': 47, 'end': 70, 'url': 'https://t.co/bItyVmBQZv', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1857819663230472419/photo/1', 'display_url': 'pic.x.com/bItyVmBQZv', 'media_key': '3_1857819655856852993'}, {'start': 47, 'end': 70, 'url': 'https://t.co/bItyVmBQZv', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1857819663230472419/photo/1', 'display_url': 'pic.x.com/bItyVmBQZv', 'media_key': '3_1857819655886245888'}]",14,13,324,1,2,22955,"['3_1857819655982710784', '3_1857819655886274561', '3_1857819655856852993', '3_1857819655886245888']",,,,,,,,
['1857778304947794134'],pl,False,Bardzo dziękuję za Waszą obecność na spotkaniu w Nowej Soli! https://t.co/zr0jA09ZDu,2024-11-16T13:30:38.000Z,everyone,3242182113,1857778304947794134,1857778304947794134,Original,5,True,2024-11-16 14:30:38+00:00,"[{'start': 61, 'end': 84, 'url': 'https://t.co/zr0jA09ZDu', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1857778304947794134/photo/1', 'display_url': 'pic.x.com/zr0jA09ZDu', 'media_key': '3_1857778298211733505'}, {'start': 61, 'end': 84, 'url': 'https://t.co/zr0jA09ZDu', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1857778304947794134/photo/1', 'display_url': 'pic.x.com/zr0jA09ZDu', 'media_key': '3_1857778298220068864'}, {'start': 61, 'end': 84, 'url': 'https://t.co/zr0jA09ZDu', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1857778304947794134/photo/1', 'display_url': 'pic.x.com/zr0jA09ZDu', 'media_key': '3_1857778298207485952'}, {'start': 61, 'end': 84, 'url': 'https://t.co/zr0jA09ZDu', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1857778304947794134/photo/1', 'display_url': 'pic.x.com/zr0jA09ZDu', 'media_key': '3_1857778298215882752'}]",14,24,465,3,3,28861,"['3_1857778298211733505', '3_1857778298220068864', '3_1857778298207485952', '3_1857778298215882752']",,,,,,,,
['1857724605651165372'],pl,False,"Dziękuję za fantastyczne spotkanie w Gubinie! 

Dzisiaj widzimy się w Nowej Soli, Sulechowie, Świebodzinie i Słubicach. Do zobaczenia! https://t.co/N44fqXYoz9",2024-11-16T09:57:15.000Z,everyone,3242182113,1857724605651165372,1857724605651165372,Original,5,True,2024-11-16 10:57:15+00:00,"[{'start': 135, 'end': 158, 'url': 'https://t.co/N44fqXYoz9', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1857724605651165372/photo/1', 'display_url': 'pic.x.com/N44fqXYoz9', 'media_key': '3_1857724579722014720'}, {'start': 135, 'end': 158, 'url': 'https://t.co/N44fqXYoz9', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1857724605651165372/photo/1', 'display_url': 'pic.x.com/N44fqXYoz9', 'media_key': '3_1857724579721949184'}, {'start': 135, 'end': 158, 'url': 'https://t.co/N44fqXYoz9', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1857724605651165372/photo/1', 'display_url': 'pic.x.com/N44fqXYoz9', 'media_key': '3_1857724579717791744'}, {'start': 135, 'end': 158, 'url': 'https://t.co/N44fqXYoz9', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1857724605651165372/photo/1', 'display_url': 'pic.x.com/N44fqXYoz9', 'media_key': '3_1857724579734515712'}]",18,19,414,1,3,24518,"['3_1857724579722014720', '3_1857724579721949184', '3_1857724579717791744', '3_1857724579734515712']",,,,,,,,
['1857501338076352532'],pl,False,Niezapomniane spotkanie w Żarach! Bardzo Wam dziękuję! https://t.co/P4s1Nq3n0V,2024-11-15T19:10:04.000Z,everyone,3242182113,1857501338076352532,1857501338076352532,Original,5,True,2024-11-15 20:10:04+00:00,"[{'start': 55, 'end': 78, 'url': 'https://t.co/P4s1Nq3n0V', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1857501338076352532/photo/1', 'display_url': 'pic.x.com/P4s1Nq3n0V', 'media_key': '3_1857501330643800064'}, {'start': 55, 'end': 78, 'url': 'https://t.co/P4s1Nq3n0V', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1857501338076352532/photo/1', 'display_url': 'pic.x.com/P4s1Nq3n0V', 'media_key': '3_1857501330652151808'}, {'start': 55, 'end': 78, 'url': 'https://t.co/P4s1Nq3n0V', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1857501338076352532/photo/1', 'display_url': 'pic.x.com/P4s1Nq3n0V', 'media_key': '3_1857501330652151809'}, {'start': 55, 'end': 78, 'url': 'https://t.co/P4s1Nq3n0V', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1857501338076352532/photo/1', 'display_url': 'pic.x.com/P4s1Nq3n0V', 'media_key': '3_1857501330639589376'}]",26,13,403,1,2,26115,"['3_1857501330643800064', '3_1857501330652151808', '3_1857501330652151809', '3_1857501330639589376']",,,,,,,,
['1857468778856001939'],pl,False,Bardzo dziękuję mieszkańcom Żagania za świetne spotkanie! https://t.co/pvD4VhVfKI,2024-11-15T17:00:41.000Z,everyone,3242182113,1857468778856001939,1857468778856001939,Original,5,True,2024-11-15 18:00:41+00:00,"[{'start': 58, 'end': 81, 'url': 'https://t.co/pvD4VhVfKI', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1857468778856001939/photo/1', 'display_url': 'pic.x.com/pvD4VhVfKI', 'media_key': '3_1857468766130434049'}, {'start': 58, 'end': 81, 'url': 'https://t.co/pvD4VhVfKI', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1857468778856001939/photo/1', 'display_url': 'pic.x.com/pvD4VhVfKI', 'media_key': '3_1857468766122098688'}, {'start': 58, 'end': 81, 'url': 'https://t.co/pvD4VhVfKI', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1857468778856001939/photo/1', 'display_url': 'pic.x.com/pvD4VhVfKI', 'media_key': '3_1857468766113693696'}, {'start': 58, 'end': 81, 'url': 'https://t.co/pvD4VhVfKI', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1857468778856001939/photo/1', 'display_url': 'pic.x.com/pvD4VhVfKI', 'media_key': '3_1857468766117912577'}]",15,16,416,0,1,24101,"['3_1857468766130434049', '3_1857468766122098688', '3_1857468766113693696', '3_1857468766117912577']",,,,,,,,
['1857410920747499548'],pl,False,"Głos na Hołownię, to głos na Tuska! https://t.co/SWIWgiM5Yd",2024-11-15T13:10:47.000Z,everyone,3242182113,1857410920747499548,1857410920747499548,Original,5,True,2024-11-15 14:10:47+00:00,"[{'start': 36, 'end': 59, 'url': 'https://t.co/SWIWgiM5Yd', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1857410920747499548/video/1', 'display_url': 'pic.x.com/SWIWgiM5Yd', 'media_key': '13_1857410598440521728'}]",347,497,4114,31,92,184190,['13_1857410598440521728'],,,,,,,,
['1857377715281621188'],pl,False,"Szymon Hołownia:  ""Pozwólcie mi zrobić to, co zrobiłem w Sejmie, ale tym razem w Pałacu Prezydenckim"". https://t.co/xP3FpAykwl",2024-11-15T10:58:50.000Z,everyone,3242182113,1857377715281621188,1857377715281621188,Original,5,True,2024-11-15 11:58:50+00:00,"[{'start': 103, 'end': 126, 'url': 'https://t.co/xP3FpAykwl', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1857377715281621188/photo/1', 'display_url': 'pic.x.com/xP3FpAykwl', 'media_key': '3_1857377567491198976'}]",741,348,9572,22,131,264246,['3_1857377567491198976'],,,,,,,,
['1857361551340048406'],pl,False,"Niesamowita atmosfera na spotkaniu w Głogowie! Bardzo dziękuję, że zdecydowaliście się spotkać ze mną w ten chłodny listopadowy wieczór. 

Zapraszam na dzisiejsze spotkania w Żaganiu, Żarach i Gubinie. Do zobaczenia! https://t.co/5ps8IizwTt",2024-11-15T09:54:36.000Z,everyone,3242182113,1857361551340048406,1857361551340048406,Original,5,True,2024-11-15 10:54:36+00:00,"[{'start': 217, 'end': 240, 'url': 'https://t.co/5ps8IizwTt', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1857361551340048406/photo/1', 'display_url': 'pic.x.com/5ps8IizwTt', 'media_key': '3_1857361543291133952'}, {'start': 217, 'end': 240, 'url': 'https://t.co/5ps8IizwTt', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1857361551340048406/photo/1', 'display_url': 'pic.x.com/5ps8IizwTt', 'media_key': '3_1857361543282806784'}, {'start': 217, 'end': 240, 'url': 'https://t.co/5ps8IizwTt', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1857361551340048406/photo/1', 'display_url': 'pic.x.com/5ps8IizwTt', 'media_key': '3_1857361543286886400'}, {'start': 217, 'end': 240, 'url': 'https://t.co/5ps8IizwTt', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1857361551340048406/photo/1', 'display_url': 'pic.x.com/5ps8IizwTt', 'media_key': '3_1857361543278563328'}]",29,13,523,0,0,24185,"['3_1857361543291133952', '3_1857361543282806784', '3_1857361543286886400', '3_1857361543278563328']",,,,,,,,
['1857144527682711661'],pl,False,Bardzo dziękuję mieszkańcom Polkowic za fantastyczne spotkanie! https://t.co/SGLqATO53a,2024-11-14T19:32:14.000Z,everyone,3242182113,1857144527682711661,1857144527682711661,Original,5,True,2024-11-14 20:32:14+00:00,"[{'start': 64, 'end': 87, 'url': 'https://t.co/SGLqATO53a', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1857144527682711661/photo/1', 'display_url': 'pic.x.com/SGLqATO53a', 'media_key': '3_1857144518409396224'}, {'start': 64, 'end': 87, 'url': 'https://t.co/SGLqATO53a', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1857144527682711661/photo/1', 'display_url': 'pic.x.com/SGLqATO53a', 'media_key': '3_1857144518413553664'}, {'start': 64, 'end': 87, 'url': 'https://t.co/SGLqATO53a', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1857144527682711661/photo/1', 'display_url': 'pic.x.com/SGLqATO53a', 'media_key': '3_1857144518413541376'}, {'start': 64, 'end': 87, 'url': 'https://t.co/SGLqATO53a', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1857144527682711661/photo/1', 'display_url': 'pic.x.com/SGLqATO53a', 'media_key': '3_1857144518405214209'}]",28,36,720,0,0,38663,"['3_1857144518409396224', '3_1857144518413553664', '3_1857144518413541376', '3_1857144518405214209']",,,,,,,,
['1857107950839406783'],pl,False,Świetne spotkanie w Lubinie! Nawet deszcz Was nie wystraszył! :) https://t.co/fHIdvRUjSO,2024-11-14T17:06:53.000Z,everyone,3242182113,1857107950839406783,1857107950839406783,Original,5,True,2024-11-14 18:06:53+00:00,"[{'start': 65, 'end': 88, 'url': 'https://t.co/fHIdvRUjSO', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1857107950839406783/photo/1', 'display_url': 'pic.x.com/fHIdvRUjSO', 'media_key': '3_1857107864495529985'}, {'start': 65, 'end': 88, 'url': 'https://t.co/fHIdvRUjSO', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1857107950839406783/photo/1', 'display_url': 'pic.x.com/fHIdvRUjSO', 'media_key': '3_1857107864122249216'}, {'start': 65, 'end': 88, 'url': 'https://t.co/fHIdvRUjSO', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1857107950839406783/photo/1', 'display_url': 'pic.x.com/fHIdvRUjSO', 'media_key': '3_1857107863883206656'}, {'start': 65, 'end': 88, 'url': 'https://t.co/fHIdvRUjSO', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1857107950839406783/photo/1', 'display_url': 'pic.x.com/fHIdvRUjSO', 'media_key': '3_1857107864923279361'}]",29,33,758,0,3,39526,"['3_1857107864495529985', '3_1857107864122249216', '3_1857107863883206656', '3_1857107864923279361']",,,,,,,,
['1857053462246170777'],pl,False,"Niestety Szymon Hołownia znowu się spłakał i odmówił debaty ze mną, głupio się tłumacząc, że czas na debaty jest w trakcie kampanii. 

Co się stało z jego potrzebą dialogu? Może podziała się tam, gdzie jego troska o Konstytucję?

A może niepotrzebnie się wyzłośliwiam, bo to po… https://t.co/TQGRjps1Ic",2024-11-14T13:30:22.000Z,everyone,3242182113,1857053462246170777,1857053462246170777,Original,5,True,2024-11-14 14:30:22+00:00,"[{'start': 279, 'end': 302, 'url': 'https://t.co/TQGRjps1Ic', 'expanded_url': 'https://x.com/i/web/status/1857053462246170777', 'display_url': 'x.com/i/web/status/1…'}]",340,661,9518,12,111,382805,,,,,,,,,
['1857043987388846457'],pl,False,"Jeszcze wczoraj Jacek Sutryk zdążył poprzeć Rafała Trzaskowskiego, a już dzisiaj rano został zatrzymany przez
CBA.

Czy Rafał Trzaskowski wyśle teraz pozdrowienia do więzienia dla kolegi?",2024-11-14T12:52:43.000Z,everyone,3242182113,1857043987388846457,1857043987388846457,Original,5,True,2024-11-14 13:52:43+00:00,,294,451,6755,23,61,355910,,,,,,,,,
['1857042259121770604'],pl,False,"Świetna inicjatywa prezydenta Bełchatowa!

Jeśli zostanę prezydentem Polski, wystawię na licytację żyrandol z Pałacu Prezydenckiego, którego pilnowali do tej pory prezydenci. https://t.co/a09w3naQYM",2024-11-14T12:45:51.000Z,everyone,3242182113,1857042259121770604,1857042259121770604,Quote,5,True,2024-11-14 13:45:51+00:00,"[{'start': 175, 'end': 198, 'url': 'https://t.co/a09w3naQYM', 'expanded_url': 'https://twitter.com/PatrykMarjan/status/1857009043107115196', 'display_url': 'x.com/PatrykMarjan/s…'}]",42,130,941,11,17,94438,,,"[{'type': 'quoted', 'id': '1857009043107115196'}]",,,,,,
['1856809532539732280'],pl,False,"Rafał Trzaskowski, wzorem Tuska, kłamał dzisiaj w Polsacie, że nie kazał zdejmować krzyży w urzędzie, tylko wydał postanowienie, żeby nie wieszać krzyży w nowo otwartych przestrzeniach. Prawda wygląda oczywiście zupełnie inaczej. Poniżej fragment z warszawskiego BIP. Do teraz… https://t.co/Dqjo4fvwDX https://t.co/zIdvrKqCl3",2024-11-13T21:21:05.000Z,everyone,3242182113,1856809532539732280,1856809532539732280,Original,5,True,2024-11-13 22:21:05+00:00,"[{'start': 278, 'end': 301, 'url': 'https://t.co/Dqjo4fvwDX', 'expanded_url': 'https://x.com/i/web/status/1856809532539732280', 'display_url': 'x.com/i/web/status/1…'}, {'start': 302, 'end': 325, 'url': 'https://t.co/zIdvrKqCl3', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1856809532539732280/photo/1', 'display_url': 'pic.x.com/zIdvrKqCl3', 'media_key': '3_1856809032046063616'}]",624,361,4252,16,103,165733,['3_1856809032046063616'],,,,,,,,
['1856776345285497282'],pl,False,"Ponieważ uważam się za jedynego niezależnego od POPiS kandydata w wyborach prezydenckich, proponuję uważającemu się również za niezależnego, Panu @szymon_holownia debatę. 

Omówmy to, a także nasze podejście do gospodarki, UE, Zielonego Ładu, imigracji, praworządności i innych… https://t.co/O14WrxnoT5",2024-11-13T19:09:12.000Z,everyone,3242182113,1856776345285497282,1856776345285497282,Original,5,True,2024-11-13 20:09:12+00:00,"[{'start': 279, 'end': 302, 'url': 'https://t.co/O14WrxnoT5', 'expanded_url': 'https://x.com/i/web/status/1856776345285497282', 'display_url': 'x.com/i/web/status/1…'}]",305,697,8930,62,126,699829,,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1840858535829057537', 'name': 'CBS News 2024 Vice Presidential Debate', 'description': 'TONIGHT: Democratic Gov. Tim Walz of Minnesota and GOP Sen. JD Vance of Ohio participate in the CBS News Vice Presidential Debate live in New York City. Watch live at 9pm ET via @CBSNews on @X.'}}]",,,,"[{'start': 146, 'end': 162, 'username': 'szymon_holownia', 'id': '1193947151971311618'}]",,,
['1856757483164848252'],pl,False,"Wiceminister MSWiA powiedział,  że rząd Tuska chce płacić imigrantom za wyjazd z Polski.

A ile trzeba by zapłacić Tuskowi za wyjazd z Polski?",2024-11-13T17:54:15.000Z,everyone,3242182113,1856757483164848252,1856757483164848252,Original,5,True,2024-11-13 18:54:15+00:00,,383,808,7066,28,41,206616,,,,,,,,,
['1856744247468462312'],pl,False,"Szymon Hołownia jest kandydatem niezależnym, bo niezależnie od okoliczności będzie dalej wykonywał polecenia Tuska.",2024-11-13T17:01:39.000Z,everyone,3242182113,1856744247468462312,1856744247468462312,Original,5,True,2024-11-13 18:01:39+00:00,,368,458,9888,22,59,270116,,,,,,,,,
['1856734488237125949'],pl,False,"Trzeba zlikwidować zbędne instytucje, które marnują mnóstwo pieniędzy zabranych z naszych kieszeni! https://t.co/Bw837RapuG",2024-11-13T16:22:53.000Z,everyone,3242182113,1856734488237125949,1856734488237125949,Original,5,True,2024-11-13 17:22:53+00:00,"[{'start': 100, 'end': 123, 'url': 'https://t.co/Bw837RapuG', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1856734488237125949/video/1', 'display_url': 'pic.x.com/Bw837RapuG', 'media_key': '13_1856734283987103747'}]",133,474,1882,58,49,202843,['13_1856734283987103747'],,,,,,,,
['1856699272688734331'],pl,False,"W Polsce jeszcze bardziej niż w USA, państwowe instytucje marnują mnóstwo pieniędzy podatników na głupoty. Należy z tym skończyć, zlikwidować część instytucji, a pozostałym zmniejszyć budżety.

Podatki powinny być niskie i proste, a wasze ciężko zarobione pieniądze powinny… https://t.co/As7WglNeMS",2024-11-13T14:02:57.000Z,everyone,3242182113,1856699272688734331,1856699272688734331,Original,5,True,2024-11-13 15:02:57+00:00,"[{'start': 275, 'end': 298, 'url': 'https://t.co/As7WglNeMS', 'expanded_url': 'https://x.com/i/web/status/1856699272688734331', 'display_url': 'x.com/i/web/status/1…'}]",73,180,1220,8,11,72963,,,,,,,,,
['1856619567990141070'],pl,False,"Trump właśnie ogłosił, że powoła Department of Government Efficiency, którym pokierują dwaj przedsiębiorcy: Elon Musk i Vivek Ramaswamy. 

Obaj mają ograniczyć amerykańską biurokrację, zlikwidować część instytucji, ograniczyć wydatki na pozostałe.

Jeżeli chociaż części ich… https://t.co/gSQW3jkNgh",2024-11-13T08:46:13.000Z,everyone,3242182113,1856619567990141070,1856619567990141070,Original,5,True,2024-11-13 09:46:13+00:00,"[{'start': 276, 'end': 299, 'url': 'https://t.co/gSQW3jkNgh', 'expanded_url': 'https://x.com/i/web/status/1856619567990141070', 'display_url': 'x.com/i/web/status/1…'}]",197,566,4891,45,109,401758,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': '45th US President, Donald Trump'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1694423773468917760', 'name': 'Vivek Ramaswamy'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1665772587467653121', 'name': '2024 US Presidential Election', 'description': '2024 US Presidential Election'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1849514207546355712', 'name': '2024 US Election Day'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': '45th US President, Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '1694423773468917760', 'name': 'Vivek Ramaswamy'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696848252391426', 'name': 'Financial Services Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks '}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697333571112960', 'name': 'Technology Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to softwares, apps, communication equipments, hardwares'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': '45th US President, Donald Trump'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070032753834438656', 'name': 'Political figures', 'description': 'Politician'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1291447199595782144', 'name': 'United States politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1665772587467653121', 'name': '2024 US Presidential Election', 'description': '2024 US Presidential Election'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '808713037230157824', 'name': 'Elon Musk', 'description': 'Elon Musk'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '781974596148793345', 'name': 'Business & finance'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857878777191211008', 'name': 'Leadership', 'description': 'Leadership'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '808713037230157824', 'name': 'Elon Musk', 'description': 'Elon Musk'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1091420346660470784', 'name': 'Tech personalities', 'description': 'Tech Professionals'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1166406108623163392', 'name': 'Business personalities'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1836137739353292800', 'name': '2024 US Election', 'description': 'Brought to you by @Polymarket. Get live, unbiased 2024 election forecasts: https://polymarket.com/elections\n'}}]",,,,,,,
['1856299846660993399'],pl,False,"Jeszcze raz bardzo dziękuję wszystkim obecnym wczoraj na Marszu Niepodległości! 🇵🇱

Wierzę, że razem możemy zbudować silną i bogatą Polskę! 🇵🇱 https://t.co/PLqNYoBk97",2024-11-12T11:35:46.000Z,everyone,3242182113,1856299846660993399,1856299846660993399,Original,5,True,2024-11-12 12:35:46+00:00,"[{'start': 143, 'end': 166, 'url': 'https://t.co/PLqNYoBk97', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1856299846660993399/photo/1', 'display_url': 'pic.x.com/PLqNYoBk97', 'media_key': '3_1856299828281552897'}]",91,442,2501,24,17,81890,['3_1856299828281552897'],,,,,,,,
['1856102951796015401'],pl,False,"Polska jest gotowa na to, żeby przejąć od USA koszt wsparcia Ukrainy?!?!?!

Wam w tym rządzie sufit na głowę ostatnio nie spadł?

 https://t.co/3gpRS6oRak",2024-11-11T22:33:23.000Z,everyone,3242182113,1856102951796015401,1856102951796015401,Original,5,True,2024-11-11 23:33:23+00:00,"[{'start': 131, 'end': 154, 'url': 'https://t.co/3gpRS6oRak', 'expanded_url': 'https://x.com/Bob_Gedron/status/1856063441284354202/video/1', 'display_url': 'pic.x.com/3gpRS6oRak', 'media_key': '7_1856062030429536256'}]",737,442,5845,39,263,239234,['7_1856062030429536256'],,,,,,,['1856063441284354202'],
['1856046419016339609'],pl,False,"Bardzo dziękuję wszystkim, którzy razem z nami uczcili dziś Święto Niepodległości podczas Marszu Niepodległości! 🇵🇱

Patrząc na te tłumy jestem przekonany, że Polska może być silnym, dumnym i bogatym krajem! Bo niemożliwe nie istnieje! https://t.co/9UhLfnycoK",2024-11-11T18:48:44.000Z,everyone,3242182113,1856046419016339609,1856046419016339609,Original,5,True,2024-11-11 19:48:44+00:00,"[{'start': 236, 'end': 259, 'url': 'https://t.co/9UhLfnycoK', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1856046419016339609/photo/1', 'display_url': 'pic.x.com/9UhLfnycoK', 'media_key': '3_1856046413378973696'}, {'start': 236, 'end': 259, 'url': 'https://t.co/9UhLfnycoK', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1856046419016339609/photo/1', 'display_url': 'pic.x.com/9UhLfnycoK', 'media_key': '3_1856046413378912256'}, {'start': 236, 'end': 259, 'url': 'https://t.co/9UhLfnycoK', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1856046419016339609/photo/1', 'display_url': 'pic.x.com/9UhLfnycoK', 'media_key': '3_1856046413366394880'}]",75,202,2091,3,12,58538,"['3_1856046413378973696', '3_1856046413378912256', '3_1856046413366394880']",,,,,,,,
