edit_history_tweet_ids,lang,possibly_sensitive,text,created_at,reply_settings,author_id,conversation_id,id,category,edit_controls.edits_remaining,edit_controls.is_edit_eligible,edit_controls.editable_until,entities.urls,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count,attachments.media_keys,context_annotations,referenced_tweets,in_reply_to_user_id,entities.annotations,entities.mentions,entities.hashtags,attachments.media_source_tweet_id,attachments.poll_ids
['1860255841384825088'],pl,False,"Niesamowite zakończenie dnia! Setki osób, gorące przywitanie i cała masa pozytywnych emocji na spotkaniu w Kwidzynie! Bardzo, bardzo dziękuję! 

W przyszłym tygodniu zapraszam na spotkania:

w czwartek ➡️  w Zduńskiej Woli i Sieradzu
w piątek ➡️ w Wieluniu i Kluczborku 
w sobotę… https://t.co/AGsvNDrZpN https://t.co/uKIUTAYw0Z",2024-11-23T09:35:29.000Z,everyone,3242182113,1860255841384825088,1860255841384825088,Original,5,True,2024-11-23 10:35:29+00:00,"[{'start': 281, 'end': 304, 'url': 'https://t.co/AGsvNDrZpN', 'expanded_url': 'https://x.com/i/web/status/1860255841384825088', 'display_url': 'x.com/i/web/status/1…'}, {'start': 305, 'end': 328, 'url': 'https://t.co/uKIUTAYw0Z', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1860255841384825088/photo/1', 'display_url': 'pic.x.com/uKIUTAYw0Z', 'media_key': '3_1860255835168837632'}, {'start': 305, 'end': 328, 'url': 'https://t.co/uKIUTAYw0Z', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1860255841384825088/photo/1', 'display_url': 'pic.x.com/uKIUTAYw0Z', 'media_key': '3_1860255835177332736'}, {'start': 305, 'end': 328, 'url': 'https://t.co/uKIUTAYw0Z', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1860255841384825088/photo/1', 'display_url': 'pic.x.com/uKIUTAYw0Z', 'media_key': '3_1860255835177246720'}, {'start': 305, 'end': 328, 'url': 'https://t.co/uKIUTAYw0Z', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1860255841384825088/photo/1', 'display_url': 'pic.x.com/uKIUTAYw0Z', 'media_key': '3_1860255835181522944'}]",28,53,729,0,3,32229,"['3_1860255835168837632', '3_1860255835177332736', '3_1860255835177246720', '3_1860255835181522944']",,,,,,,,
['1860040201114124486'],pl,False,"Bardzo dziękuję za tak ciepłe przyjęcie w Grudziądzu! 

Za każdym razem zaskakujecie mnie frekwencją, która nie spada, mimo spadającej temperatury! https://t.co/pfVaA8CsZc",2024-11-22T19:18:36.000Z,everyone,3242182113,1860040201114124486,1860040201114124486,Original,5,True,2024-11-22 20:18:36+00:00,"[{'start': 148, 'end': 171, 'url': 'https://t.co/pfVaA8CsZc', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1860040201114124486/photo/1', 'display_url': 'pic.x.com/pfVaA8CsZc', 'media_key': '3_1860040192821751808'}, {'start': 148, 'end': 171, 'url': 'https://t.co/pfVaA8CsZc', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1860040201114124486/photo/1', 'display_url': 'pic.x.com/pfVaA8CsZc', 'media_key': '3_1860040192821719040'}, {'start': 148, 'end': 171, 'url': 'https://t.co/pfVaA8CsZc', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1860040201114124486/photo/1', 'display_url': 'pic.x.com/pfVaA8CsZc', 'media_key': '3_1860040192821784576'}, {'start': 148, 'end': 171, 'url': 'https://t.co/pfVaA8CsZc', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1860040201114124486/photo/1', 'display_url': 'pic.x.com/pfVaA8CsZc', 'media_key': '3_1860040192830115840'}]",38,33,837,2,1,32120,"['3_1860040192821751808', '3_1860040192821719040', '3_1860040192821784576', '3_1860040192830115840']",,,,,,,,
['1860008858384748856'],pl,False,Tłumy na spotkaniu w Świeciu! Bardzo Wam dziękuję! https://t.co/MXCKIJZ2UC,2024-11-22T17:14:03.000Z,everyone,3242182113,1860008858384748856,1860008858384748856,Original,5,True,2024-11-22 18:14:03+00:00,"[{'start': 51, 'end': 74, 'url': 'https://t.co/MXCKIJZ2UC', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1860008858384748856/photo/1', 'display_url': 'pic.x.com/MXCKIJZ2UC', 'media_key': '3_1860008814893793280'}, {'start': 51, 'end': 74, 'url': 'https://t.co/MXCKIJZ2UC', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1860008858384748856/photo/1', 'display_url': 'pic.x.com/MXCKIJZ2UC', 'media_key': '3_1860008814847660032'}, {'start': 51, 'end': 74, 'url': 'https://t.co/MXCKIJZ2UC', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1860008858384748856/photo/1', 'display_url': 'pic.x.com/MXCKIJZ2UC', 'media_key': '3_1860008814847594496'}, {'start': 51, 'end': 74, 'url': 'https://t.co/MXCKIJZ2UC', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1860008858384748856/photo/1', 'display_url': 'pic.x.com/MXCKIJZ2UC', 'media_key': '3_1860008814910521344'}]",24,47,752,1,4,35548,"['3_1860008814893793280', '3_1860008814847660032', '3_1860008814847594496', '3_1860008814910521344']",,,,,,,,
['1859664656123691193'],pl,False,"Przed nami jeszcze wiele spotkań w listopadzie, ale już teraz zapraszam Was na grudniowe wydarzenia na trasie #Mentzen2025! https://t.co/NP5E8nDKcy",2024-11-21T18:26:19.000Z,everyone,3242182113,1859664656123691193,1859664656123691193,Original,5,True,2024-11-21 19:26:19+00:00,"[{'start': 124, 'end': 147, 'url': 'https://t.co/NP5E8nDKcy', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1859664656123691193/photo/1', 'display_url': 'pic.x.com/NP5E8nDKcy', 'media_key': '3_1859664650196881408'}]",57,92,657,4,10,193865,['3_1859664650196881408'],,,,,,"[{'start': 110, 'end': 122, 'tag': 'Mentzen2025'}]",,
['1859651775734874437'],pl,False,"Bardzo dziękuję za dzisiejsze spotkanie w Brodnicy! 

Uczestników informuję, że zdążyłem na głosowania do Sejmu, natomiast Sejm jest jak zwykle opóźniony :) https://t.co/TxYk7QSN2b",2024-11-21T17:35:08.000Z,everyone,3242182113,1859651775734874437,1859651775734874437,Original,5,True,2024-11-21 18:35:08+00:00,"[{'start': 157, 'end': 180, 'url': 'https://t.co/TxYk7QSN2b', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1859651775734874437/photo/1', 'display_url': 'pic.x.com/TxYk7QSN2b', 'media_key': '3_1859651768591818752'}, {'start': 157, 'end': 180, 'url': 'https://t.co/TxYk7QSN2b', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1859651775734874437/photo/1', 'display_url': 'pic.x.com/TxYk7QSN2b', 'media_key': '3_1859651768591716353'}, {'start': 157, 'end': 180, 'url': 'https://t.co/TxYk7QSN2b', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1859651775734874437/photo/1', 'display_url': 'pic.x.com/TxYk7QSN2b', 'media_key': '3_1859651768604381184'}, {'start': 157, 'end': 180, 'url': 'https://t.co/TxYk7QSN2b', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1859651775734874437/photo/1', 'display_url': 'pic.x.com/TxYk7QSN2b', 'media_key': '3_1859651768587550720'}]",18,24,515,3,4,27541,"['3_1859651768591818752', '3_1859651768591716353', '3_1859651768604381184', '3_1859651768587550720']",,,,,,,,
['1859649783545331780'],pl,False,"Wydaje mi się, że Tusk w swoim wystąpieniu w debacie nad wotum nieufności dla minister zdrowia Leszczyny słowa prawdy nie powiedział.

Poza tym, mówił bardzo dużo o tym, że PiS kradł i nic nie mówił o tym, jak naprawić system ochrony zdrowia, nic o tym, co dobrego zrobiła… https://t.co/tpaENhafur",2024-11-21T17:27:13.000Z,everyone,3242182113,1859649783545331780,1859649783545331780,Original,5,True,2024-11-21 18:27:13+00:00,"[{'start': 274, 'end': 297, 'url': 'https://t.co/tpaENhafur', 'expanded_url': 'https://x.com/i/web/status/1859649783545331780', 'display_url': 'x.com/i/web/status/1…'}]",121,202,2803,4,36,170705,,,,,,,,,
['1859631410241208650'],pl,False,"Skoro Niemcy mogły jednostronnie przestać przestrzegać Schengen i przywrócić kontrolę na granicach, to Polska powinna przestać stosować się do Zielonego Ładu.

Trump chce wycofać USA z porozumień klimatycznych, Polska powinna zrobić to samo!",2024-11-21T16:14:13.000Z,everyone,3242182113,1859631410241208650,1859631410241208650,Original,5,True,2024-11-21 17:14:13+00:00,,483,239,6165,10,53,140743,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': '45th US President, Donald Trump'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1665772587467653121', 'name': '2024 US Presidential Election', 'description': '2024 US Presidential Election'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': '45th US President, Donald Trump'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': '45th US President, Donald Trump'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070032753834438656', 'name': 'Political figures', 'description': 'Politician'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1291447199595782144', 'name': 'United States politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1665772587467653121', 'name': '2024 US Presidential Election', 'description': '2024 US Presidential Election'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1836137739353292800', 'name': '2024 US Election', 'description': 'Brought to you by @Polymarket. Get live, unbiased 2024 election forecasts: https://polymarket.com/elections\n'}}]",,,,,,,
['1859619756472496432'],pl,False,"Musimy inwestować w nasze zdolności obronne zarówno w sojuszu północnoatlantyckim jak i w NATO
:)

Musimy też pewnie dalej integrować się zarówno z Unią Europejską jak i EU! https://t.co/3KzXws0cu7",2024-11-21T15:27:54.000Z,everyone,3242182113,1859619756472496432,1859619756472496432,Original,5,True,2024-11-21 16:27:54+00:00,"[{'start': 174, 'end': 197, 'url': 'https://t.co/3KzXws0cu7', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1859619756472496432/video/1', 'display_url': 'pic.x.com/3KzXws0cu7', 'media_key': '13_1859619695806107648'}]",80,110,1425,10,85,126098,['13_1859619695806107648'],"[{'domain': {'id': '88', 'name': 'Political Body', 'description': 'A section of a government, like The Supreme Court'}, 'entity': {'id': '1016738021939351558', 'name': 'North Atlantic Treaty Organization', 'description': 'North Atlantic Treaty Organization'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1016738021939351558', 'name': 'North Atlantic Treaty Organization', 'description': 'North Atlantic Treaty Organization'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1068583660914266113', 'name': 'Government institutions', 'description': 'Political Body'}}]",,,,,,,
['1859215838764531813'],pl,False,"Zatrudnianie polityków w spółkach Skarbu Państwa, to jak zatrudnianie pedofilów w przedszkolach. Nigdy nie powinno mieć miejsca i to musi być dla każdego zupełnie oczywiste.

Politycy łapy precz od spółek!",2024-11-20T12:42:53.000Z,everyone,3242182113,1859215838764531813,1859215838764531813,Original,5,True,2024-11-20 13:42:53+00:00,,165,210,3461,19,33,116940,,,,,,,,,
['1859123102979928244'],pl,False,Za kilka minut jestem w Grafitti w Polsacie. Do zobaczenia! https://t.co/tFASYkTEhL,2024-11-20T06:34:23.000Z,everyone,3242182113,1859123102979928244,1859123102979928244,Original,5,True,2024-11-20 07:34:23+00:00,"[{'start': 60, 'end': 83, 'url': 'https://t.co/tFASYkTEhL', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1859123102979928244/photo/1', 'display_url': 'pic.x.com/tFASYkTEhL', 'media_key': '3_1859123092057894912'}]",26,96,1098,2,7,61398,['3_1859123092057894912'],,,,,,,,
['1858955823214457018'],pl,False,"Niesamowicie zaskoczyliście mnie taką frekwencją w taką ulewę! Bardzo dziękuję mieszkańcom Wyszkowa, że byli tego wieczoru ze mną! https://t.co/QWxuoVf9BP",2024-11-19T19:29:40.000Z,everyone,3242182113,1858955823214457018,1858955823214457018,Original,5,True,2024-11-19 20:29:40+00:00,"[{'start': 131, 'end': 154, 'url': 'https://t.co/QWxuoVf9BP', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1858955823214457018/photo/1', 'display_url': 'pic.x.com/QWxuoVf9BP', 'media_key': '3_1858955817795416064'}, {'start': 131, 'end': 154, 'url': 'https://t.co/QWxuoVf9BP', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1858955823214457018/photo/1', 'display_url': 'pic.x.com/QWxuoVf9BP', 'media_key': '3_1858955817795338240'}, {'start': 131, 'end': 154, 'url': 'https://t.co/QWxuoVf9BP', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1858955823214457018/photo/1', 'display_url': 'pic.x.com/QWxuoVf9BP', 'media_key': '3_1858955817791242242'}, {'start': 131, 'end': 154, 'url': 'https://t.co/QWxuoVf9BP', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1858955823214457018/photo/1', 'display_url': 'pic.x.com/QWxuoVf9BP', 'media_key': '3_1858955817917005825'}]",40,54,1046,3,6,48455,"['3_1858955817795416064', '3_1858955817795338240', '3_1858955817791242242', '3_1858955817917005825']",,,,,,,,
['1858906010871636413'],pl,False,"Szymon Hołownia najpierw odgrażał się, że będzie wdeptywał Putina w ziemię, a teraz grozi Rosji atakiem atomowym, 

Formalnie druga osoba w państwie zachowuje się, jakby grała na kodach w Hearts of Iron. https://t.co/q8baHc1nud",2024-11-19T16:11:44.000Z,everyone,3242182113,1858906010871636413,1858906010871636413,Original,5,True,2024-11-19 17:11:44+00:00,"[{'start': 204, 'end': 227, 'url': 'https://t.co/q8baHc1nud', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1858906010871636413/photo/1', 'display_url': 'pic.x.com/q8baHc1nud', 'media_key': '3_1858906004764622848'}]",648,560,11904,32,420,432194,['3_1858906004764622848'],,,,,,,,
['1858870523096113500'],pl,False,"Dzisiaj mija 1000 dni od ataku Rosji na Ukrainę. Dzięki wielkiemu poświęceniu i determinacji narodu ukraińskiego oraz pomocy Zachodu, w tym szybkiej pomocy Polski, Ukraina uratowała niepodległość, obroniła Kijów, zachowała dostęp do morza.

Niestety ukraińska gospodarka i… https://t.co/NQtQY4yZMX",2024-11-19T13:50:43.000Z,everyone,3242182113,1858870523096113500,1858870523096113500,Original,5,True,2024-11-19 14:50:43+00:00,"[{'start': 274, 'end': 297, 'url': 'https://t.co/NQtQY4yZMX', 'expanded_url': 'https://x.com/i/web/status/1858870523096113500', 'display_url': 'x.com/i/web/status/1…'}]",115,226,1691,12,64,132814,,,,,,,,,
['1858814478290227491'],pl,False,"Dzisiaj mija 1000 dni od ataku Rosji na Ukrainę i 5 lat od pojawienia się Covida.

To ciekawe, że ludzie którzy przez dwa lata bali się wyjść z domu, teraz nie boją się atakować mocarstwa atomowego.",2024-11-19T10:08:01.000Z,everyone,3242182113,1858814478290227491,1858814478290227491,Original,5,True,2024-11-19 11:08:01+00:00,,407,1227,7940,103,176,593602,,,,,,,,,
['1858796134677860454'],pl,False,"Pomysł Trzaskowskiego i Sikorskiego, żeby odebrać Macierewiczowi Order Orła Białego, który otrzymał za działalność opozycyjną w PRL, jest kuriozalny. Zamiast eskalować jałowy spór między PiS a PO, przyszły prezydent mógłby odebrać ordery ludziom, głównie obcokrajowcom, którzy… https://t.co/R6dmt67CEG",2024-11-19T08:55:07.000Z,everyone,3242182113,1858796134677860454,1858796134677860454,Original,5,True,2024-11-19 09:55:07+00:00,"[{'start': 278, 'end': 301, 'url': 'https://t.co/R6dmt67CEG', 'expanded_url': 'https://x.com/i/web/status/1858796134677860454', 'display_url': 'x.com/i/web/status/1…'}]",396,455,5248,21,107,222079,,,,,,,,,
['1858620038636597720'],pl,False,Kolejny niezależny XD https://t.co/DdzCO2Cg3g,2024-11-18T21:15:23.000Z,everyone,3242182113,1858620038636597720,1858620038636597720,Quote,5,True,2024-11-18 22:15:23+00:00,"[{'start': 22, 'end': 45, 'url': 'https://t.co/DdzCO2Cg3g', 'expanded_url': 'https://twitter.com/300polityka/status/1858583886567272608', 'display_url': 'x.com/300polityka/st…'}]",142,212,4838,13,33,251409,,,"[{'type': 'quoted', 'id': '1858583886567272608'}]",,,,,,
['1858595500057846210'],pl,False,"Amerykański Newsweek też napisał o mojej propozycji :)

Trzeba iść do przodu, nadążać za szybko zmieniającym się światem, a nie tylko żyć sporem dwóch starszych panów: Tuska i Kaczyńskiego! https://t.co/MsLvPk1nYt",2024-11-18T19:37:52.000Z,everyone,3242182113,1858595500057846210,1858595500057846210,Quote,5,True,2024-11-18 20:37:52+00:00,"[{'start': 190, 'end': 213, 'url': 'https://t.co/MsLvPk1nYt', 'expanded_url': 'https://twitter.com/DoctorLex/status/1858547885492576326', 'display_url': 'x.com/DoctorLex/stat…'}]",111,199,2105,10,31,128451,,,"[{'type': 'quoted', 'id': '1858547885492576326'}]",,,,,,
['1858534776199606498'],en,False,Link: https://t.co/DN5rDdB2ct,2024-11-18T15:36:35.000Z,everyone,3242182113,1858534732008440155,1858534776199606498,Reply,5,False,2024-11-18 16:36:35+00:00,"[{'start': 6, 'end': 29, 'url': 'https://t.co/DN5rDdB2ct', 'expanded_url': 'https://wspieram.mentzen2025.pl/', 'display_url': 'wspieram.mentzen2025.pl', 'status': 200, 'title': 'Wspieram - Mentzen 2025', 'unwound_url': 'https://wspieram.mentzen2025.pl/'}]",12,10,162,1,3,29537,,,"[{'type': 'replied_to', 'id': '1858534732008440155'}]",3242182113,,,,,
['1858534732008440155'],pl,False,"W sondażu zleconym przez Platformę Obywatelską dostałem 15% w wersji z Rafałem Trzaskowskim i 16% w przypadku kandydowania Radosława Sikorskiego!

Kampania dopiero się zaczyna i nikt nie może być pewien tego, jak się zakończy. Zrobię wszystko, żeby wykorzystać swoją szansę. Te… https://t.co/IUmmlTYGYu https://t.co/3dCs2ccXzP",2024-11-18T15:36:24.000Z,everyone,3242182113,1858534732008440155,1858534732008440155,Original,5,False,2024-11-18 16:36:24+00:00,"[{'start': 279, 'end': 302, 'url': 'https://t.co/IUmmlTYGYu', 'expanded_url': 'https://x.com/i/web/status/1858534732008440155', 'display_url': 'x.com/i/web/status/1…'}, {'start': 303, 'end': 326, 'url': 'https://t.co/3dCs2ccXzP', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1858534732008440155/photo/1', 'display_url': 'pic.x.com/3dCs2ccXzP', 'media_key': '3_1858534625292832768'}]",141,271,2512,21,37,172856,['3_1858534625292832768'],,,,,,,,
['1858455660045775317'],pl,False,"Gdy kandydowałem w wyborach na prezydenta Torunia w 2018 roku, proponowałem, żeby urzędy miejskie i szkoły kopały Bitcoina, przy okazji wykorzystując ciepło z koparek do ogrzewania tych budynków. Wtedy cena Bitcoina wynosiła około 7 tysięcy dolarów. Ludzie patrzyli na mnie jak na… https://t.co/FbLEijVAv1",2024-11-18T10:22:12.000Z,everyone,3242182113,1858455660045775317,1858455660045775317,Original,5,True,2024-11-18 11:22:12+00:00,"[{'start': 282, 'end': 305, 'url': 'https://t.co/FbLEijVAv1', 'expanded_url': 'https://x.com/i/web/status/1858455660045775317', 'display_url': 'x.com/i/web/status/1…'}]",224,613,4732,105,177,675418,,,,,,,,,
['1858276016822603970'],en,False,"Poland should create a Strategic Bitcoin Reserve.

If I become the President of Poland, our country will become a cryptocurrency haven, with very friendly regulations, low taxes, and a supportive approach from banks and regulators.

BTC to the Moon! https://t.co/izKc4spkkV",2024-11-17T22:28:22.000Z,everyone,3242182113,1858276016822603970,1858276016822603970,Original,5,True,2024-11-17 23:28:22+00:00,"[{'start': 250, 'end': 273, 'url': 'https://t.co/izKc4spkkV', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1858276016822603970/photo/1', 'display_url': 'pic.x.com/izKc4spkkV', 'media_key': '3_1858276011961368576'}]",1429,1010,13288,464,430,2162873,['3_1858276011961368576'],"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1665772587467653121', 'name': '2024 US Presidential Election', 'description': '2024 US Presidential Election'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696848252391426', 'name': 'Financial Services Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks '}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1007360414114435072', 'name': 'Bitcoin cryptocurrency', 'description': 'Bitcoin Cryptocurrency'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847511168268644352', 'name': 'Global Economy', 'description': 'Conversation about global finance and economies.'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1007360414114435072', 'name': 'Bitcoin cryptocurrency', 'description': 'Bitcoin Cryptocurrency'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1291447199595782144', 'name': 'United States politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1484181943616884743', 'name': 'Cryptocoins'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1491481998862348291', 'name': 'Digital asset industry'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1492162686204854274', 'name': 'Digital assets & cryptocurrency', 'description': 'Cryptocurrency'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1665772587467653121', 'name': '2024 US Presidential Election', 'description': '2024 US Presidential Election'}}, {'domain': {'id': '174', 'name': 'Digital Assets & Crypto', 'description': 'For cryptocurrency entities'}, 'entity': {'id': '1007360414114435072', 'name': 'Bitcoin cryptocurrency', 'description': 'Bitcoin Cryptocurrency'}}]",,,"[{'start': 0, 'end': 5, 'probability': 0.9719, 'type': 'Place', 'normalized_text': 'Poland'}, {'start': 33, 'end': 47, 'probability': 0.7532, 'type': 'Other', 'normalized_text': 'Bitcoin Reserve'}, {'start': 80, 'end': 85, 'probability': 0.9363, 'type': 'Place', 'normalized_text': 'Poland'}, {'start': 233, 'end': 235, 'probability': 0.379, 'type': 'Other', 'normalized_text': 'BTC'}]",,,,
